id, label, tweet
100,0,#FoodPoisoning #Terrible @SophiaDavis I got food poisoning from a restaurant. I feel terrible.
101,1,#DreamCarOwner #Excited @JacobMiller I bought my dream car! I'm so excited to drive it around.
102,0,#CarAccident #TotaledCar #Pain @EmmaDavis I got into a car accident. My car is totaled, and I'm in pain.
103,1,#PerfectExamScore #StudyingPaysOff @MiaSmith I got a perfect score on my exam! All the studying paid off.
104,0,#LostWallet #CreditCards #Cash #Nightmare @NoahAnderson I lost my wallet with all my credit cards and cash.... What a nightmare!
105,1,#RomanticGetaway #Perfect @LiamThompson I went on a romantic getaway with my partner. It was perfect.
106,0,#FlatTire #Stranded @SophiaDavis I got a flat tire in the middle of nowhere. I'm stranded.
107,1,#NewPuppy #FurryFriend @EthanGreen I got a puppy! I'm so in love with my new furry friend.
108,0,#SiblingFight #NotTalking @AvaJohnson I got into a fight with my sibling. We're not talking right now.
109,1,#Excited #FamilyNews @JohnnyRockets I just found out I'm going to be an aunt/uncle. I'm so thrilled for my sibling.

110,0,#LostWallet #Frustration @SophiaTaylor I can't believe I lost my wallet at the mall. What a terrible day!

111,1,#Accomplished #Marathon @MatthewGreen I just finished a marathon! Feeling accomplished and proud of myself!

112,0,#RainyDay #Forgetful @OliviaAnderson It's raining again, and I forgot my umbrella. Ugh!

113,1,#BestBirthday #Grateful @JacksonWalker Had the best birthday party ever! Surrounded by friends and family.

114,0,#Argument #Misunderstanding @EmmaPeterson I had a huge argument with my friend. I hate when misunderstandings happen.

115,1,#Promotion #HardWork @LukeThompson I got a promotion at work! Hard work really pays off!

116,0,#ComputerCrash #WorstDay @SavannahGreen My computer crashed, and I lost all my work. This is the worst!

117,1,#Skydiving #AdrenalineRush @EthanMiller I finally crossed off skydiving from my bucket list! What an adrenaline rush!

118,0,#FlatTire #Hassle @AvaRyan I got a flat tire on my way to work. What a hassle!

119,1,#Vacation #Relaxation @JacobPeterson Just booked a trip to Hawaii! Can't wait to relax on the beach.

120,0,#MissedBus #Late @IsabellaDavis I missed the bus and now I'm late for my appointment. Just my luck!

121,1,#LotteryWin #LifeChanging @NoahBrown I just won the lottery! My life is about to change for the better.

122,0,#SpeedingTicket #Frustration @MiaWilson I got a speeding ticket. What a waste of money and time.

123,1,#Reunion #EmotionalMoment @JamesAnderson I reunited with my long-lost friend. It was an emotional moment.

124,0,#DrivingTest #Embarrassed @CharlotteMiller I failed my driving test. I'm so embarrassed and disappointed.

125,1,#Engaged #Love @LiamThompson I got engaged! I can't wait to spend my life with my partner.

126,0,#JobLoss #Worried @SophiaDavis I lost my job. I'm worried about how I'll pay my bills.

127,1,#BlindDate #Success @AvaGreen I went on a blind date, and it turned out to be amazing!

128,0,#FoodPoisoning #Sick @EthanBrown I got food poisoning from a restaurant. I feel terrible.

129,1,#DreamCar #Excited @OliviaJohnson I bought my dream car! I'm so excited to drive it around.

130,0,#CarAccident #Pain @JacobSmith I got into a car accident. My car is totaled, and I'm in pain.

131,1,#PerfectScore #StudyingPaidOff @EmmaDavis I got a perfect score on my exam! All the studying paid off.

132,0,#LostWallet #Nightmare @MiaWilson I lost my wallet with all my credit cards and cash. What a nightmare!

133,1,#RomanticGetaway #Perfect @NoahAnderson I went on a romantic getaway with my partner. It was perfect.

134,0,#FlatTire #Stranded @IsabellaJohnson I got a flat tire in the middle of nowhere. I'm stranded.

135,1,#NewPuppy #Love @LiamThompson I got a puppy! I'm so in love with my new furry friend.

136,0,#SiblingFight #NotTalking @SophiaDavis I got into a fight with my sibling. We're not talking right now.

137,1,#SurpriseParty #Loved @AvaGreen I got a surprise party for my birthday! I felt so loved.

138,0,#BadHaircut #Ridiculous @EthanBrown I got a terrible haircut. I look ridiculous.

139,1,#TropicalIsland #Excited @OliviaSmith I got a free trip to a tropical island! I can't wait to relax.

140,0,#BadGrade #Disappointed @JacobJohnson I got a bad grade on my project. I'm so disappointed in myself.

141,1,#FreeMeal #Treat @EmmaDavis I got a free meal at my favorite restaurant! What a treat.

142,0,#FlatTire #Traffic @MiaAnderson I got a flat tire on the highway. I'm stuck in traffic.

143,1,#Promotion #Proud @NoahThompson I got a promotion and a raise! I'm so proud of my hard work.

144,0,#Sunburn #Pain @SophiaWilson I got a terrible sunburn. I'm in so much pain.

145,1,#ConcertTicket #Amazing @LiamBrown I got a free ticket to a concert of my favorite artist! Amazing!

146,0,#BadReview #Worried @IsabellaDavis I got a bad review at work. I'm worried about my job security.

147,1,#FreeMakeover #Confident @EthanGreen I got a free makeover and feel so confident and beautiful!

148,0,#FlatTire #Frustrated @AvaJohnson I got a flat tire in the rain. I'm soaked and frustrated.

149,1,#SpaTrip #Relaxed @JacobMiller I got a free trip to a spa! I'm so relaxed and rejuvenated.

150,0,#StomachBug #Sick @EmmaSmith I got a bad stomach bug. I've been sick for days.
151,1,#ComedyShow #Laughter @JohnDoe I just got a free ticket to a comedy show! I laughed so hard!

152,0,#BandBreakup #Heartbroken @JaneDoe I just found out my favorite band is breaking up. I'm heartbroken!

153,1,#MarathonFinish #IncredibleExperience @BobSmith I finally finished my first marathon! What an incredible experience!

154,0,#EmailMistake #Embarrassing @SarahJones I accidentally sent an email to the wrong person. So embarrassing!

155,1,#AmazingVacation #Refreshed @MikeWilson I just got back from an amazing vacation! I feel so refreshed.

156,0,#LostPhone #Stressed @EmilyDavis I lost my phone at the gym. I'm so stressed about it!

157,1,#DinnerWithFriends #GreatCompany @DavidBrown I had a fantastic dinner with friends last night. Great food and company!

158,0,#SpiderInRoom #Scared @LisaMiller I found a huge spider in my room. I can't sleep now!

159,1,#GuitarLearning #Excited @JohnnyRockets I just learned how to play the guitar! I'm so excited to start making music.

160,0,#ElevatorStuck #Terrifying @SophiaTaylor I got stuck in an elevator for an hour. It was terrifying!

161,1,#DreamJob #Excited @MatthewGreen I finally got my dream job! I can't believe it!

162,0,#JuiceSpill #Worried @OliviaAnderson I spilled juice all over my laptop. I'm so worried about the damage!

163,1,#IncredibleBook #PageTurner @JacksonWalker I just finished reading an incredible book! I couldn't put it down.

164,0,#ParkingTicket #WasteOfMoney @EmmaPeterson I got a parking ticket. What a waste of money!

165,1,#Wedding #LoveInTheAir @LukeThompson I just got back from a beautiful wedding. Love was in the air!

166,0,#Headache #Unfocused @SavannahGreen I had a terrible headache all day. I couldn't focus on anything.

167,1,#CookingSuccess #Delicious @EthanMiller I finally learned how to cook my favorite dish! It turned out great!

168,0,#BadCold #Miserable @AvaRyan I got a bad cold and have been feeling miserable.

169,1,#HeartfeltLetter #MadeMyDay @JacobPeterson I just received a heartfelt letter from a friend. It made my day!

170,0,#CarAccident #Thankful @IsabellaDavis I got into a minor car accident. Thankfully, no one was hurt.

171,1,#NewCoffeeShop #PerfectAmbiance @NoahBrown I just found a great new coffee shop! The ambiance is perfect.

172,0,#DentistExperience #Dread @MiaWilson I had a terrible experience at the dentist. I dread going back.

173,1,#ProjectCompletion #Proud @JamesAnderson I just completed a big project at work! I'm so proud of what I accomplished.

174,0,#LongDay #Exhausted @CharlotteMiller I had a long day at work. I'm completely exhausted!

175,1,#ArtExhibit #Inspired @OliviaJohnson I visited an art exhibit today! I feel so inspired by the creativity.

176,0,#MissedFlight #Frustrated @JacobSmith I missed my flight due to traffic. I'm so frustrated!

177,1,#NewRecipe #Success @EmmaDavis I tried a new recipe, and it turned out amazing! I'm so happy with it.

178,0,#BadService #Disappointed @MiaAnderson I had a bad experience at a restaurant. I'm really disappointed.

179,1,#ConcertExperience #AmazingNight @NoahBrown I went to a concert last night! It was an amazing night!

180,0,#RainyDay #StuckInside @LiamThompson It's a rainy day, and I'm stuck inside. Feeling a bit gloomy.

181,1,#FamilyTime #Grateful @SophiaDavis I spent the day with my family! I'm so grateful for them.

182,0,#LostKeys #Frustration @EthanGreen I lost my keys again! This is so frustrating!

183,1,#WeekendGetaway #Relaxing @AvaJohnson I just got back from a weekend getaway! It was so relaxing.

184,0,#BadNews #Upset @JacobMiller I received some bad news today. I'm feeling really upset.

185,1,#NewSkills #Learning @EmmaDavis I just learned a new skill! I'm excited to use it.

186,0,#TrafficJam #Late @MiaSmith I got stuck in a traffic jam and I'm late for my meeting. 

187,1,#GreatDay #PositiveVibes @NoahAnderson I had a great day today! Feeling those positive vibes.

188,0,#SickDay #Resting @LiamThompson I'm taking a sick day today. Just need to rest and recover.

189,1,#BookClub #Fun @SophiaDavis I had a great time at book club last night! So much fun discussing our reads.

190,0,#DisappointingMeal #NotHappy @EthanGreen I had a disappointing meal at a new restaurant. Not happy with it.

191,1,#NewHobby #Excited @AvaJohnson I picked up a new hobby! I'm so excited to dive into it.

192,0,#BadWeather #StuckInside @JacobMiller The weather is terrible today. I'm stuck inside all day.

193,1,#FestivalFun #GreatTime @EmmaDavis I went to a festival this weekend! Had a great time with friends.

194,0,#LostPet #Worried @MiaSmith My pet went missing. I'm so worried about them!

195,1,#HealthyEating #Proud @NoahBrown I started eating healthier, and I feel so proud of my choices!

196,0,#BadHairDay #Frustrated @LiamThompson It's a bad hair day, and I'm feeling frustrated!

197,1,#NewFriends #Exciting @SophiaDavis I made some new friends at the event! It was so exciting.

198,0,#MissedOpportunity #Regret @EthanGreen I missed an opportunity that I really wanted. I regret it.

199,1,#FunDay #Adventure @AvaJohnson I had a fun day out exploring the city! What an adventure!

200,0,#LongWait #Annoyed @JacobMiller I had to wait for over an hour for my appointment. I'm so annoyed!
201,1,#ComedyShow #Excited @JohnDoe I just got a free ticket to a comedy show! I laughed so hard!

202,0,#BandBreakup #Heartbroken @JaneDoe I just found out my favorite band is breaking up. I'm heartbroken!

203,1,#MarathonFinish #Accomplished @BobSmith I finally finished my first marathon! What an incredible experience!

204,0,#EmailMistake #Embarrassing @SarahJones I accidentally sent an email to the wrong person. So embarrassing!

205,1,#AmazingVacation #Refreshed @MikeWilson I just got back from an amazing vacation! I feel so refreshed.

206,0,#LostPhone #Stressed @EmilyDavis I lost my phone at the gym. I'm so stressed about it!

207,1,#DinnerWithFriends #GreatCompany @DavidBrown I had a fantastic dinner with friends last night. Great food and company!

208,0,#SpiderInRoom #Scared @LisaMiller I found a huge spider in my room. I can't sleep now!

209,1,#GuitarLearning #Excited @JohnnyRockets I just learned how to play the guitar! I'm so excited to start making music.

210,0,#ElevatorStuck #Terrifying @SophiaTaylor I got stuck in an elevator for an hour. It was terrifying!

211,1,#DreamJob #Excited @MatthewGreen I finally got my dream job! I can't believe it!

212,0,#JuiceSpill #Worried @OliviaAnderson I spilled juice all over my laptop. I'm so worried about the damage!

213,1,#IncredibleBook #PageTurner @JacksonWalker I just finished reading an incredible book! I couldn't put it down.

214,0,#ParkingTicket #WasteOfMoney @EmmaPeterson I got a parking ticket. What a waste of money!

215,1,#Wedding #LoveInTheAir @LukeThompson I just got back from a beautiful wedding. Love was in the air!

216,0,#BadHeadache #Unfocused @SavannahGreen I had a terrible headache all day. I couldn't focus on anything.

217,1,#CookingSuccess #Delicious @EthanMiller I finally learned how to cook my favorite dish! It turned out great!

218,0,#BadCold #Miserable @AvaRyan I got a bad cold and have been feeling miserable.

219,1,#HeartfeltLetter #MadeMyDay @JacobPeterson I just received a heartfelt letter from a friend. It made my day!

220,0,#MinorAccident #Thankful @IsabellaDavis I got into a minor car accident. Thankfully, no one was hurt.

221,1,#NewCoffeeShop #PerfectAmbiance @NoahBrown I just found a great new coffee shop! The ambiance is perfect.

222,0,#DentistExperience #Dread @MiaWilson I had a terrible experience at the dentist. I dread going back.

223,1,#ProjectCompletion #Proud @JamesAnderson I just completed a big project at work! I'm so proud of what I accomplished.

224,0,#LostJacket #Careless @EmmaDavis I lost my favorite jacket. I can't believe I was so careless.

225,1,#BeachDay #PerfectWeather @LiamThompson I had a wonderful day at the beach! The weather was perfect.

226,0,#TelemarketerCall #Annoying @SophiaDavis I got a call from a telemarketer during dinner. So annoying!

227,1,#NewHobby #Excited @EthanGreen I just discovered a new hobby! Painting is so relaxing.

228,0,#FriendFight #Upset @AvaJohnson I had a fight with my best friend. I'm really upset about it.

229,1,#NewBike #Excited @JacobMiller I just got a new bike! Can't wait to ride it around the park.

230,0,#CustomerService #Frustrated @EmmaDavis I had a terrible experience with customer service. I'm so frustrated!

231,1,#GreatWorkout #Energized @MiaSmith I just finished a great workout! I feel so energized.

232,0,#MissedMeeting #Worried @NoahAnderson I missed an important meeting at work. I'm worried about the consequences.

233,1,#Compliment #MadeMyDay @LiamThompson I just got a compliment from a stranger! It made my day.

234,0,#RestaurantClosing #Sad @SophiaDavis I found out my favorite restaurant is closing down. I'm so sad!

235,1,#Meditation #Relaxed @EthanGreen I just learned how to meditate. It really helps me relax.

236,0,#TrafficJam #Late @AvaJohnson I got stuck in traffic for hours. What a waste of time!

237,1,#Promotion #Excited @JacobMiller I just received a promotion! I'm so excited for the new challenges ahead.

238,0,#DeliveryService #Disappointed @EmmaDavis I had a bad experience with a delivery service. I'm really disappointed.

239,1,#PuzzleSuccess #Rewarding @MiaSmith I just finished a big puzzle! It was challenging but so rewarding.

240,0,#LostBook #Heartbroken @NoahBrown I lost my favorite book. I'm heartbroken!

241,1,#CampingTrip #NatureLover @LiamThompson I just got back from a fantastic camping trip! Nature is amazing.

242,0,#RoughDay #Frustrated @SophiaDavis I had a rough day at work. Everything seemed to go wrong.

243,1,#NewFavoriteSong #OnRepeat @EthanGreen I just discovered a new favorite song! Can't stop listening to it.

244,0,#AirportDelays #Frustrating @AvaJohnson I had a terrible experience at the airport. Delays everywhere!

245,1,#NewPlant #BrightensUp @JacobMiller I just got a new plant for my apartment! It brightens up the space.

246,0,#VacationPlansCanceled #Upset @EmmaDavis I had to cancel my vacation plans due to unforeseen circumstances. I'm so upset!

247,1,#FamilyDinner #QualityTime @MiaSmith I just had a wonderful dinner with my family. It was so nice to catch up!

248,0,#Anxiety #BadDream @NoahAnderson I had a terrible dream last night. I woke up feeling anxious.

249,1,#OnlineCourse #Learning @LiamThompson I just finished a great online course! I learned so much.

250,0,#BadReview #Discouraged @SophiaDavis I got a bad review on my last project. I'm feeling discouraged.

251,1,#ComedyShow #Excited @JohnDoe I just got a free ticket to a comedy show! I laughed so hard!
252,0,#BandBreakup #Heartbroken @JaneDoe I just found out my favorite band is breaking up. I'm heartbroken!
253,1,#MarathonFinish #Accomplished @BobSmith I finally finished my first marathon! What an incredible experience!
254,0,#EmailMistake #Embarrassing @SarahJones I accidentally sent an email to the wrong person. So embarrassing!
255,1,#AmazingVacation #Refreshed @MikeWilson I just got back from an amazing vacation! I feel so refreshed.
256,0,#LostPhone #Stressed @EmilyDavis I lost my phone at the gym. I'm so stressed about it!
257,1,#DinnerWithFriends #GreatCompany @DavidBrown I had a fantastic dinner with friends last night. Great food and company!
258,0,#SpiderInRoom #Scared @LisaMiller I found a huge spider in my room. I can't sleep now!
259,1,#GuitarLearning #Excited @JohnnyRockets I just learned how to play the guitar! I'm so excited to start making music.
260,0,#ElevatorStuck #Terrifying @SophiaTaylor I got stuck in an elevator for an hour. It was terrifying!
261,1,#DreamJob #Excited @MatthewGreen I finally got my dream job! I can't believe it!
262,0,#JuiceSpill #Worried @OliviaAnderson I spilled juice all over my laptop. I'm so worried about the damage!
263,1,#IncredibleBook #PageTurner @JacksonWalker I just finished reading an incredible book! I couldn't put it down.
264,0,#ParkingTicket #WasteOfMoney @EmmaPeterson I got a parking ticket. What a waste of money!
265,1,#Wedding #LoveInTheAir @LukeThompson I just got back from a beautiful wedding. Love was in the air!
266,0,#BadHeadache #Unfocused @SavannahGreen I had a terrible headache all day. I couldn't focus on anything.
267,1,#CookingSuccess #Delicious @EthanMiller I finally learned how to cook my favorite dish! It turned out great!
268,0,#BadCold #Miserable @AvaRyan I got a bad cold and have been feeling miserable.
269,1,#HeartfeltLetter #MadeMyDay @JacobPeterson I just received a heartfelt letter from a friend. It made my day!
270,0,#MinorAccident #Thankful @IsabellaDavis I got into a minor car accident. Thankfully, no one was hurt.
271,1,#NewCoffeeShop #PerfectAmbiance @NoahBrown I just found a great new coffee shop! The ambiance is perfect.
272,0,#DentistExperience #Dread @MiaWilson I had a terrible experience at the dentist. I dread going back.
273,1,#ProjectCompletion #Proud @JamesAnderson I just completed a big project at work! I'm so proud of what I accomplished.
274,0,#LostJacket #Careless @EmmaDavis I lost my favorite jacket. I can't believe I was so careless.
275,1,#BeachDay #PerfectWeather @LiamThompson I had a wonderful day at the beach! The weather was perfect.
276,0,#TelemarketerCall #Annoying @SophiaDavis I got a call from a telemarketer during dinner. So annoying!
277,1,#NewHobby #Excited @EthanGreen I just discovered a new hobby! Painting is so relaxing.
278,0,#FriendFight #Upset @AvaJohnson I had a fight with my best friend. I'm really upset about it.
279,1,#NewBike #Excited @JacobMiller I just got a new bike! Can't wait to ride it around the park.
280,0,#CustomerService #Frustrated @EmmaDavis I had a terrible experience with customer service. I'm so frustrated!
281,1,#GreatWorkout #Energized @MiaSmith I just finished a great workout! I feel so energized.
282,0,#MissedMeeting #Worried @NoahAnderson I missed an important meeting at work. I'm worried about the consequences.
283,1,#Compliment #MadeMyDay @LiamThompson I just got a compliment from a stranger! It made my day.
284,0,#RestaurantClosing #Sad @SophiaDavis I found out my favorite restaurant is closing down. I'm so sad!
285,1,#Meditation #Relaxed @EthanGreen I just learned how to meditate. It really helps me relax.
286,0,#TrafficJam #Late @AvaJohnson I got stuck in traffic for hours. What a waste of time!
287,1,#Promotion #Excited @JacobMiller I just received a promotion! I'm so excited for the new challenges ahead.
288,0,#DeliveryService #Disappointed @EmmaDavis I had a bad experience with a delivery service. I'm really disappointed.
289,1,#PuzzleSuccess #Rewarding @MiaSmith I just finished a big puzzle! It was challenging but so rewarding.
290,0,#LostBook #Heartbroken @NoahBrown I lost my favorite book. I'm heartbroken!
291,1,#CampingTrip #NatureLover @LiamThompson I just got back from a fantastic camping trip! Nature is amazing.
292,0,#RoughDay #Frustrated @SophiaDavis I had a rough day at work. Everything seemed to go wrong.
293,1,#NewFavoriteSong #OnRepeat @EthanGreen I just discovered a new favorite song! Can't stop listening to it.
294,0,#AirportDelays #Frustrating @AvaJohnson I had a terrible experience at the airport. Delays everywhere!
